label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
impurity,1953,3448,137,113,IMG20250814194927_01.jpg,3468,4624
impurity,1446,2837,153,80,IMG20250814194927_01.jpg,3468,4624
impurity,2652,3022,64,105,IMG20250814194927_01.jpg,3468,4624
impurity,1052,1438,193,241,IMG20250814194928.jpg,3468,4624
impurity,690,1751,330,201,IMG20250814194928.jpg,3468,4624
impurity,2041,1840,169,370,IMG20250814194928.jpg,3468,4624
impurity,3079,1438,389,539,IMG20250814194928.jpg,3468,4624
impurity,2564,2226,265,362,IMG20250814194928.jpg,3468,4624
impurity,1864,2548,483,378,IMG20250814194928.jpg,3468,4624
impurity,1607,2950,129,185,IMG20250814194928.jpg,3468,4624
impurity,899,3271,281,402,IMG20250814194928.jpg,3468,4624
impurity,385,3601,281,330,IMG20250814194928.jpg,3468,4624
impurity,143,4172,306,322,IMG20250814194928.jpg,3468,4624
impurity,0,4421,288,193,IMG20250814194928.jpg,3468,4624
impurity,1800,3271,121,121,IMG20250814194928.jpg,3468,4624
impurity,2475,2821,64,97,IMG20250814194928.jpg,3468,4624
impurity,1293,2692,145,97,IMG20250814194928.jpg,3468,4624
impurity,682,3006,80,97,IMG20250814194928.jpg,3468,4624
impurity,2845,1245,523,466,IMG20250814194929.jpg,3468,4624
impurity,1108,1253,145,233,IMG20250814194929.jpg,3468,4624
impurity,811,1542,217,169,IMG20250814194929.jpg,3468,4624
impurity,0,2210,224,651,IMG20250814194929.jpg,3468,4624
impurity,964,2869,225,338,IMG20250814194929.jpg,3468,4624
impurity,529,3135,273,322,IMG20250814194929.jpg,3468,4624
impurity,304,3657,330,265,IMG20250814194929.jpg,3468,4624
impurity,103,3850,314,201,IMG20250814194929.jpg,3468,4624
impurity,578,4220,225,209,IMG20250814194929.jpg,3468,4624
impurity,1776,2250,418,306,IMG20250814194929.jpg,3468,4624
impurity,1929,1623,177,249,IMG20250814194929.jpg,3468,4624
impurity,2387,1936,265,322,IMG20250814194929.jpg,3468,4624
impurity,2886,4043,338,402,IMG20250814194929.jpg,3468,4624
impurity,1575,2564,129,161,IMG20250814194929.jpg,3468,4624
impurity,1760,2837,121,105,IMG20250814194929.jpg,3468,4624
impurity,1309,2322,105,97,IMG20250814194929.jpg,3468,4624
impurity,2339,2467,80,72,IMG20250814194929.jpg,3468,4624
impurity,1438,4397,80,105,IMG20250814194929.jpg,3468,4624
impurity,3038,1221,430,474,IMG20250814194930.jpg,3468,4624
impurity,2596,1896,193,290,IMG20250814194930.jpg,3468,4624
impurity,2146,1567,193,314,IMG20250814194930.jpg,3468,4624
impurity,1342,1229,145,201,IMG20250814194930.jpg,3468,4624
impurity,1012,1510,257,169,IMG20250814194930.jpg,3468,4624
impurity,0,2113,417,1512,IMG20250814194930.jpg,3468,4624
impurity,7,3665,265,290,IMG20250814194930.jpg,3468,4624
impurity,312,3778,281,185,IMG20250814194930.jpg,3468,4624
impurity,513,3561,290,290,IMG20250814194930.jpg,3468,4624
impurity,771,4132,249,193,IMG20250814194930.jpg,3468,4624
impurity,755,3030,265,338,IMG20250814194930.jpg,3468,4624
impurity,1205,2797,209,322,IMG20250814194930.jpg,3468,4624
impurity,2025,2186,426,306,IMG20250814194930.jpg,3468,4624
impurity,1784,2523,113,169,IMG20250814194930.jpg,3468,4624
impurity,1969,2757,97,129,IMG20250814194930.jpg,3468,4624
impurity,3006,3947,370,418,IMG20250814194930.jpg,3468,4624
impurity,1527,2266,129,97,IMG20250814194930.jpg,3468,4624
impurity,2500,2379,105,129,IMG20250814194930.jpg,3468,4624
impurity,1615,4293,88,137,IMG20250814194930.jpg,3468,4624
impurity,1658,1182,184,190,IMG20250814194930_01.jpg,3468,4624
impurity,1388,1429,230,149,IMG20250814194930_01.jpg,3468,4624
impurity,0,1969,710,1798,IMG20250814194930_01.jpg,3468,4624
impurity,704,3336,310,304,IMG20250814194930_01.jpg,3468,4624
impurity,969,2882,264,281,IMG20250814194930_01.jpg,3468,4624
impurity,1422,2647,218,356,IMG20250814194930_01.jpg,3468,4624
impurity,2244,2176,402,258,IMG20250814194930_01.jpg,3468,4624
impurity,2433,1578,138,270,IMG20250814194930_01.jpg,3468,4624
impurity,3289,1337,179,391,IMG20250814194930_01.jpg,3468,4624
impurity,2841,1946,201,276,IMG20250814194930_01.jpg,3468,4624
impurity,2037,2452,98,138,IMG20250814194930_01.jpg,3468,4624
impurity,2175,2699,92,103,IMG20250814194930_01.jpg,3468,4624
impurity,923,3885,224,224,IMG20250814194930_01.jpg,3468,4624
impurity,159,4328,304,296,IMG20250814194930_01.jpg,3468,4624
impurity,1750,4127,69,92,IMG20250814194930_01.jpg,3468,4624
impurity,3077,3897,339,345,IMG20250814194930_01.jpg,3468,4624
impurity,1790,2202,115,75,IMG20250814194930_01.jpg,3468,4624
impurity,1290,2403,63,80,IMG20250814194930_01.jpg,3468,4624
impurity,2738,2415,52,63,IMG20250814194930_01.jpg,3468,4624
impurity,1791,1211,176,171,IMG20250814194931.jpg,3468,4624
impurity,1450,1407,256,171,IMG20250814194931.jpg,3468,4624
impurity,0,1950,771,1814,IMG20250814194931.jpg,3468,4624
impurity,2520,1639,181,221,IMG20250814194931.jpg,3468,4624
impurity,2917,2020,201,236,IMG20250814194931.jpg,3468,4624
impurity,2304,2232,417,271,IMG20250814194931.jpg,3468,4624
impurity,2083,2478,116,161,IMG20250814194931.jpg,3468,4624
impurity,1460,2654,236,327,IMG20250814194931.jpg,3468,4624
impurity,997,2865,266,292,IMG20250814194931.jpg,3468,4624
impurity,736,3373,271,271,IMG20250814194931.jpg,3468,4624
impurity,2802,2473,65,70,IMG20250814194931.jpg,3468,4624
impurity,1857,2227,121,80,IMG20250814194931.jpg,3468,4624
impurity,2229,2729,90,121,IMG20250814194931.jpg,3468,4624
impurity,932,3891,201,226,IMG20250814194931.jpg,3468,4624
impurity,133,4263,236,361,IMG20250814194931.jpg,3468,4624
impurity,3118,4047,266,286,IMG20250814194931.jpg,3468,4624
impurity,1721,4195,75,106,IMG20250814194931.jpg,3468,4624
impurity,1329,2411,65,50,IMG20250814194931.jpg,3468,4624
impurity,2882,2863,45,65,IMG20250814194931.jpg,3468,4624
impurity,1934,1157,169,186,IMG20250814194932.jpg,3468,4624
impurity,1612,1356,245,182,IMG20250814194932.jpg,3468,4624
impurity,2645,1580,157,301,IMG20250814194932.jpg,3468,4624
impurity,2975,1991,224,229,IMG20250814194932.jpg,3468,4624
impurity,2403,2169,411,220,IMG20250814194932.jpg,3468,4624
impurity,1578,2570,258,292,IMG20250814194932.jpg,3468,4624
impurity,2200,2401,85,119,IMG20250814194932.jpg,3468,4624
impurity,2348,2638,72,119,IMG20250814194932.jpg,3468,4624
impurity,2882,2409,59,51,IMG20250814194932.jpg,3468,4624
impurity,2945,2769,55,68,IMG20250814194932.jpg,3468,4624
impurity,1980,2138,119,72,IMG20250814194932.jpg,3468,4624
impurity,1172,2760,254,254,IMG20250814194932.jpg,3468,4624
impurity,888,3196,229,241,IMG20250814194932.jpg,3468,4624
impurity,59,1838,923,1841,IMG20250814194932.jpg,3468,4624
impurity,1083,3706,229,220,IMG20250814194932.jpg,3468,4624
impurity,308,4078,419,546,IMG20250814194932.jpg,3468,4624
impurity,1155,4519,148,80,IMG20250814194932.jpg,3468,4624
impurity,1845,4011,42,85,IMG20250814194932.jpg,3468,4624
impurity,3144,3884,288,309,IMG20250814194932.jpg,3468,4624
impurity,1506,2313,47,38,IMG20250814194932.jpg,3468,4624
impurity,2145,1130,174,183,IMG20250814194933.jpg,3468,4624
impurity,1827,1309,237,201,IMG20250814194933.jpg,3468,4624
impurity,2895,1622,138,228,IMG20250814194933.jpg,3468,4624
impurity,3230,2019,197,232,IMG20250814194933.jpg,3468,4624
impurity,2623,2171,389,277,IMG20250814194933.jpg,3468,4624
impurity,2368,2413,112,138,IMG20250814194933.jpg,3468,4624
impurity,2524,2667,89,116,IMG20250814194933.jpg,3468,4624
impurity,3092,2448,63,54,IMG20250814194933.jpg,3468,4624
impurity,1756,2560,237,308,IMG20250814194933.jpg,3468,4624
impurity,1323,2752,273,237,IMG20250814194933.jpg,3468,4624
impurity,1014,3185,304,268,IMG20250814194933.jpg,3468,4624
impurity,192,1765,929,1796,IMG20250814194933.jpg,3468,4624
impurity,1180,3708,246,232,IMG20250814194933.jpg,3468,4624
impurity,389,4034,371,590,IMG20250814194933.jpg,3468,4624
impurity,1247,4561,143,63,IMG20250814194933.jpg,3468,4624
impurity,3288,3999,180,317,IMG20250814194933.jpg,3468,4624
impurity,1961,4048,54,85,IMG20250814194933.jpg,3468,4624
impurity,2176,2140,125,76,IMG20250814194933.jpg,3468,4624
impurity,1675,2305,71,63,IMG20250814194933.jpg,3468,4624
impurity,3163,2828,36,45,IMG20250814194933.jpg,3468,4624
impurity,2833,3873,58,80,IMG20250814194933.jpg,3468,4624
impurity,2690,3771,63,89,IMG20250814194933.jpg,3468,4624
impurity,1917,2940,45,45,IMG20250814194933.jpg,3468,4624
impurity,2221,1152,169,153,IMG20250814194934.jpg,3468,4624
impurity,1912,1337,217,145,IMG20250814194934.jpg,3468,4624
impurity,2933,1610,121,225,IMG20250814194934.jpg,3468,4624
impurity,3226,1996,221,261,IMG20250814194934.jpg,3468,4624
impurity,2688,2185,386,229,IMG20250814194934.jpg,3468,4624
impurity,2446,2374,84,137,IMG20250814194934.jpg,3468,4624
impurity,1819,2535,237,265,IMG20250814194934.jpg,3468,4624
impurity,1401,2696,277,253,IMG20250814194934.jpg,3468,4624
impurity,2583,2619,76,125,IMG20250814194934.jpg,3468,4624
impurity,3186,2792,44,56,IMG20250814194934.jpg,3468,4624
impurity,3110,2430,80,40,IMG20250814194934.jpg,3468,4624
impurity,2249,2129,105,44,IMG20250814194934.jpg,3468,4624
impurity,1747,2269,60,64,IMG20250814194934.jpg,3468,4624
impurity,1284,3642,217,229,IMG20250814194934.jpg,3468,4624
impurity,1132,3131,257,253,IMG20250814194934.jpg,3468,4624
impurity,589,3095,209,342,IMG20250814194934.jpg,3468,4624
impurity,890,3268,261,189,IMG20250814194934.jpg,3468,4624
impurity,516,2488,201,165,IMG20250814194934.jpg,3468,4624
impurity,274,1792,945,1821,IMG20250814194934.jpg,3468,4624
impurity,2035,3973,40,92,IMG20250814194934.jpg,3468,4624
impurity,1348,4496,141,97,IMG20250814194934.jpg,3468,4624
impurity,475,3994,483,630,IMG20250814194934.jpg,3468,4624
impurity,3298,3961,170,290,IMG20250814194934.jpg,3468,4624
impurity,1987,2900,56,28,IMG20250814194934.jpg,3468,4624
impurity,2892,3813,40,56,IMG20250814194934.jpg,3468,4624
impurity,1730,4223,64,80,IMG20250814194934.jpg,3468,4624
impurity,2504,1077,156,196,IMG20250814194935.jpg,3468,4624
impurity,2182,1253,221,206,IMG20250814194935.jpg,3468,4624
impurity,3223,1554,121,236,IMG20250814194935.jpg,3468,4624
impurity,2967,2152,382,196,IMG20250814194935.jpg,3468,4624
impurity,2710,2353,126,141,IMG20250814194935.jpg,3468,4624
impurity,2856,2599,111,90,IMG20250814194935.jpg,3468,4624
impurity,2092,2484,251,302,IMG20250814194935.jpg,3468,4624
impurity,1660,2655,281,266,IMG20250814194935.jpg,3468,4624
impurity,1383,3062,271,297,IMG20250814194935.jpg,3468,4624
impurity,1162,3228,251,206,IMG20250814194935.jpg,3468,4624
impurity,815,3022,261,397,IMG20250814194935.jpg,3468,4624
impurity,499,1685,970,1835,IMG20250814194935.jpg,3468,4624
impurity,2524,2077,116,55,IMG20250814194935.jpg,3468,4624
impurity,1539,3602,241,261,IMG20250814194935.jpg,3468,4624
impurity,675,3979,483,645,IMG20250814194935.jpg,3468,4624
impurity,1599,4451,146,131,IMG20250814194935.jpg,3468,4624
impurity,2318,3974,45,80,IMG20250814194935.jpg,3468,4624
impurity,2017,2230,75,60,IMG20250814194935.jpg,3468,4624
impurity,2583,1118,189,169,IMG20250814194936.jpg,3468,4624
impurity,2290,1295,209,181,IMG20250814194936.jpg,3468,4624
impurity,3303,1592,129,241,IMG20250814194936.jpg,3468,4624
impurity,3037,2163,394,245,IMG20250814194936.jpg,3468,4624
impurity,2800,2388,97,113,IMG20250814194936.jpg,3468,4624
impurity,2949,2634,101,97,IMG20250814194936.jpg,3468,4624
impurity,2177,2473,249,350,IMG20250814194936.jpg,3468,4624
impurity,1743,2686,273,265,IMG20250814194936.jpg,3468,4624
impurity,1453,3120,257,249,IMG20250814194936.jpg,3468,4624
impurity,1244,3269,241,193,IMG20250814194936.jpg,3468,4624
impurity,898,3012,249,438,IMG20250814194936.jpg,3468,4624
impurity,846,2453,169,185,IMG20250814194936.jpg,3468,4624
impurity,504,1761,1045,1825,IMG20250814194936.jpg,3468,4624
impurity,2117,2244,44,56,IMG20250814194936.jpg,3468,4624
impurity,1630,3663,237,265,IMG20250814194936.jpg,3468,4624
impurity,810,4030,426,594,IMG20250814194936.jpg,3468,4624
impurity,1682,4516,193,108,IMG20250814194936.jpg,3468,4624
impurity,2386,4002,76,80,IMG20250814194936.jpg,3468,4624
impurity,2374,2896,48,36,IMG20250814194936.jpg,3468,4624
impurity,2462,2823,32,64,IMG20250814194936.jpg,3468,4624
impurity,2105,4247,44,84,IMG20250814194936.jpg,3468,4624
impurity,3134,3736,28,52,IMG20250814194936.jpg,3468,4624
impurity,3251,3821,52,60,IMG20250814194936.jpg,3468,4624
impurity,2478,1162,148,167,IMG20250814194938.jpg,3468,4624
impurity,2163,1316,217,192,IMG20250814194938.jpg,3468,4624
impurity,3171,1607,124,266,IMG20250814194938.jpg,3468,4624
impurity,2899,2170,433,254,IMG20250814194938.jpg,3468,4624
impurity,2701,2368,87,130,IMG20250814194938.jpg,3468,4624
impurity,2825,2615,80,118,IMG20250814194938.jpg,3468,4624
impurity,2095,2498,223,315,IMG20250814194938.jpg,3468,4624
impurity,1662,2690,272,260,IMG20250814194938.jpg,3468,4624
impurity,1365,3098,278,303,IMG20250814194938.jpg,3468,4624
impurity,1148,3234,285,186,IMG20250814194938.jpg,3468,4624
impurity,833,3055,223,414,IMG20250814194938.jpg,3468,4624
impurity,777,2473,161,167,IMG20250814194938.jpg,3468,4624
impurity,486,1706,959,1881,IMG20250814194938.jpg,3468,4624
impurity,1538,3630,272,210,IMG20250814194938.jpg,3468,4624
impurity,2503,2114,105,74,IMG20250814194938.jpg,3468,4624
impurity,752,4001,489,623,IMG20250814194938.jpg,3468,4624
impurity,1606,4490,136,118,IMG20250814194938.jpg,3468,4624
impurity,2305,3970,62,74,IMG20250814194938.jpg,3468,4624
impurity,2008,2257,49,62,IMG20250814194938.jpg,3468,4624
impurity,3344,2393,74,93,IMG20250814194938.jpg,3468,4624
impurity,3143,1189,325,426,IMG20250814194939.jpg,3468,4624
impurity,2307,1446,137,249,IMG20250814194939.jpg,3468,4624
impurity,1510,1020,193,209,IMG20250814194939.jpg,3468,4624
impurity,1213,1245,257,177,IMG20250814194939.jpg,3468,4624
impurity,2685,1816,209,265,IMG20250814194939.jpg,3468,4624
impurity,2073,2033,450,298,IMG20250814194939.jpg,3468,4624
impurity,0,1784,513,1801,IMG20250814194939.jpg,3468,4624
impurity,513,3183,314,314,IMG20250814194939.jpg,3468,4624
impurity,795,2716,298,314,IMG20250814194939.jpg,3468,4624
impurity,1237,2515,225,346,IMG20250814194939.jpg,3468,4624
impurity,1840,2306,113,129,IMG20250814194939.jpg,3468,4624
impurity,730,3762,273,193,IMG20250814194939.jpg,3468,4624
impurity,0,4172,312,452,IMG20250814194939.jpg,3468,4624
impurity,2910,3802,370,378,IMG20250814194939.jpg,3468,4624
impurity,2001,2556,129,121,IMG20250814194939.jpg,3468,4624
impurity,1591,2025,169,105,IMG20250814194939.jpg,3468,4624
impurity,1559,4019,80,121,IMG20250814194939.jpg,3468,4624
impurity,2998,3014,113,161,IMG20250814194939.jpg,3468,4624
impurity,2572,2274,97,80,IMG20250814194939.jpg,3468,4624
impurity,1495,871,214,214,IMG20250814194939_01.jpg,3468,4624
impurity,1146,1112,275,201,IMG20250814194939_01.jpg,3468,4624
impurity,2305,1273,174,248,IMG20250814194939_01.jpg,3468,4624
impurity,3224,1032,235,456,IMG20250814194939_01.jpg,3468,4624
impurity,2721,1675,214,295,IMG20250814194939_01.jpg,3468,4624
impurity,2091,1917,449,302,IMG20250814194939_01.jpg,3468,4624
impurity,1870,2232,101,121,IMG20250814194939_01.jpg,3468,4624
impurity,1240,2446,255,322,IMG20250814194939_01.jpg,3468,4624
impurity,784,2667,281,295,IMG20250814194939_01.jpg,3468,4624
impurity,0,1709,530,1863,IMG20250814194939_01.jpg,3468,4624
impurity,503,3176,342,295,IMG20250814194939_01.jpg,3468,4624
impurity,737,3739,295,221,IMG20250814194939_01.jpg,3468,4624
impurity,2058,2466,54,87,IMG20250814194939_01.jpg,3468,4624
impurity,2989,3733,355,362,IMG20250814194939_01.jpg,3468,4624
impurity,1615,3981,54,107,IMG20250814194939_01.jpg,3468,4624
impurity,1629,1965,127,74,IMG20250814194939_01.jpg,3468,4624
impurity,0,4163,355,461,IMG20250814194939_01.jpg,3468,4624
impurity,1307,4270,80,94,IMG20250814194939_01.jpg,3468,4624
impurity,2594,2153,101,74,IMG20250814194939_01.jpg,3468,4624
impurity,3063,2937,114,127,IMG20250814194939_01.jpg,3468,4624
impurity,1106,2179,40,54,IMG20250814194939_01.jpg,3468,4624
impurity,2701,2534,54,80,IMG20250814194939_01.jpg,3468,4624
impurity,2590,688,501,497,IMG20250814194940.jpg,3468,4624
impurity,1677,1052,180,317,IMG20250814194940.jpg,3468,4624
impurity,839,806,161,203,IMG20250814194940.jpg,3468,4624
impurity,537,1062,265,199,IMG20250814194940.jpg,3468,4624
impurity,1573,1705,388,322,IMG20250814194940.jpg,3468,4624
impurity,2145,1440,241,246,IMG20250814194940.jpg,3468,4624
impurity,1374,2088,104,123,IMG20250814194940.jpg,3468,4624
impurity,1573,2273,114,137,IMG20250814194940.jpg,3468,4624
impurity,783,2353,227,378,IMG20250814194940.jpg,3468,4624
impurity,328,2632,284,265,IMG20250814194940.jpg,3468,4624
impurity,1099,1837,128,95,IMG20250814194940.jpg,3468,4624
impurity,2703,3398,345,331,IMG20250814194940.jpg,3468,4624
impurity,158,3238,322,194,IMG20250814194940.jpg,3468,4624
impurity,0,3403,253,175,IMG20250814194940.jpg,3468,4624
impurity,461,3725,232,227,IMG20250814194940.jpg,3468,4624
impurity,1331,3867,43,76,IMG20250814194940.jpg,3468,4624
impurity,2107,1927,61,61,IMG20250814194940.jpg,3468,4624
impurity,2254,2282,52,66,IMG20250814194940.jpg,3468,4624
impurity,2646,2618,99,128,IMG20250814194940.jpg,3468,4624
impurity,716,4576,151,48,IMG20250814194940.jpg,3468,4624
impurity,1076,4198,61,80,IMG20250814194940.jpg,3468,4624
impurity,1885,665,141,161,IMG20250814194943.jpg,3468,4624
impurity,3388,766,80,342,IMG20250814194943.jpg,3468,4624
impurity,2639,977,161,221,IMG20250814194943.jpg,3468,4624
impurity,3041,1284,156,307,IMG20250814194943.jpg,3468,4624
impurity,2513,1530,387,261,IMG20250814194943.jpg,3468,4624
impurity,2347,1837,101,95,IMG20250814194943.jpg,3468,4624
impurity,2543,2007,75,156,IMG20250814194943.jpg,3468,4624
impurity,1804,2043,221,342,IMG20250814194943.jpg,3468,4624
impurity,1372,2279,276,297,IMG20250814194943.jpg,3468,4624
impurity,1161,2837,312,206,IMG20250814194943.jpg,3468,4624
impurity,940,3038,327,141,IMG20250814194943.jpg,3468,4624
impurity,573,2912,317,347,IMG20250814194943.jpg,3468,4624
impurity,106,1500,859,1970,IMG20250814194943.jpg,3468,4624
impurity,1423,3295,322,256,IMG20250814194943.jpg,3468,4624
impurity,633,3959,759,665,IMG20250814194943.jpg,3468,4624
impurity,1689,4195,196,141,IMG20250814194943.jpg,3468,4624
impurity,2307,3501,65,80,IMG20250814194943.jpg,3468,4624
impurity,1624,1842,70,55,IMG20250814194943.jpg,3468,4624
impurity,2011,2364,75,65,IMG20250814194943.jpg,3468,4624
impurity,578,174,60,45,IMG20250814194943.jpg,3468,4624
impurity,1736,762,209,217,IMG20250814194944.jpg,3468,4624
impurity,3207,867,261,378,IMG20250814194944.jpg,3468,4624
impurity,2492,1092,145,225,IMG20250814194944.jpg,3468,4624
impurity,2878,1422,177,185,IMG20250814194944.jpg,3468,4624
impurity,1502,1020,217,161,IMG20250814194944.jpg,3468,4624
impurity,2411,1583,354,306,IMG20250814194944.jpg,3468,4624
impurity,2186,1904,121,161,IMG20250814194944.jpg,3468,4624
impurity,1679,2121,233,298,IMG20250814194944.jpg,3468,4624
impurity,1301,2371,241,257,IMG20250814194944.jpg,3468,4624
impurity,176,1615,748,1906,IMG20250814194944.jpg,3468,4624
impurity,939,3014,241,225,IMG20250814194944.jpg,3468,4624
impurity,1100,2869,322,257,IMG20250814194944.jpg,3468,4624
impurity,1390,3328,257,225,IMG20250814194944.jpg,3468,4624
impurity,642,3939,740,685,IMG20250814194944.jpg,3468,4624
impurity,1631,4156,161,129,IMG20250814194944.jpg,3468,4624
impurity,2387,2081,105,105,IMG20250814194944.jpg,3468,4624
impurity,1993,1663,97,97,IMG20250814194944.jpg,3468,4624
impurity,2567,904,454,402,IMG20250814194946.jpg,3468,4624
impurity,1801,1220,156,232,IMG20250814194946.jpg,3468,4624
impurity,2207,1504,218,246,IMG20250814194946.jpg,3468,4624
impurity,1730,1746,341,255,IMG20250814194946.jpg,3468,4624
impurity,1044,946,151,199,IMG20250814194946.jpg,3468,4624
impurity,779,1220,227,151,IMG20250814194946.jpg,3468,4624
impurity,0,1878,211,781,IMG20250814194946.jpg,3468,4624
impurity,1011,2365,222,293,IMG20250814194946.jpg,3468,4624
impurity,623,2611,251,279,IMG20250814194946.jpg,3468,4624
impurity,415,3132,284,227,IMG20250814194946.jpg,3468,4624
impurity,703,3624,232,189,IMG20250814194946.jpg,3468,4624
impurity,235,3344,279,109,IMG20250814194946.jpg,3468,4624
impurity,0,3316,154,265,IMG20250814194946.jpg,3468,4624
impurity,2822,3269,279,331,IMG20250814194946.jpg,3468,4624
impurity,1730,2261,80,128,IMG20250814194946.jpg,3468,4624
impurity,1555,2086,80,99,IMG20250814194946.jpg,3468,4624
impurity,1290,1864,118,76,IMG20250814194946.jpg,3468,4624
impurity,2188,1944,80,61,IMG20250814194946.jpg,3468,4624
impurity,2340,2275,57,57,IMG20250814194946.jpg,3468,4624
impurity,2709,2554,123,104,IMG20250814194946.jpg,3468,4624
impurity,1555,3718,38,114,IMG20250814194946.jpg,3468,4624
impurity,987,4434,128,109,IMG20250814194946.jpg,3468,4624
impurity,0,4184,410,440,IMG20250814194946.jpg,3468,4624
impurity,2898,4505,114,119,IMG20250814194946.jpg,3468,4624
impurity,2213,824,444,334,IMG20250814194946_01.jpg,3468,4624
impurity,1845,1434,216,254,IMG20250814194946_01.jpg,3468,4624
impurity,1375,1163,161,267,IMG20250814194946_01.jpg,3468,4624
impurity,1320,1713,356,258,IMG20250814194946_01.jpg,3468,4624
impurity,592,968,140,216,IMG20250814194946_01.jpg,3468,4624
impurity,342,1239,207,161,IMG20250814194946_01.jpg,3468,4624
impurity,1167,2094,80,89,IMG20250814194946_01.jpg,3468,4624
impurity,1354,2255,72,110,IMG20250814194946_01.jpg,3468,4624
impurity,630,2385,203,305,IMG20250814194946_01.jpg,3468,4624
impurity,232,2665,241,279,IMG20250814194946_01.jpg,3468,4624
impurity,71,3194,305,245,IMG20250814194946_01.jpg,3468,4624
impurity,380,3685,233,174,IMG20250814194946_01.jpg,3468,4624
impurity,681,4497,165,97,IMG20250814194946_01.jpg,3468,4624
impurity,2551,3207,284,326,IMG20250814194946_01.jpg,3468,4624
impurity,3233,2775,235,262,IMG20250814194946_01.jpg,3468,4624
impurity,2365,2479,110,110,IMG20250814194946_01.jpg,3468,4624
impurity,1997,3283,63,59,IMG20250814194946_01.jpg,3468,4624
impurity,1201,3748,102,80,IMG20250814194946_01.jpg,3468,4624
impurity,1832,579,499,370,IMG20250814194947.jpg,3468,4624
impurity,980,949,193,281,IMG20250814194947.jpg,3468,4624
impurity,1510,1238,241,225,IMG20250814194947.jpg,3468,4624
impurity,996,1520,322,273,IMG20250814194947.jpg,3468,4624
impurity,240,869,145,177,IMG20250814194947.jpg,3468,4624
impurity,31,1150,201,153,IMG20250814194947.jpg,3468,4624
impurity,385,2300,193,273,IMG20250814194947.jpg,3468,4624
impurity,0,2493,272,346,IMG20250814194947.jpg,3468,4624
impurity,0,3096,208,185,IMG20250814194947.jpg,3468,4624
impurity,224,3506,193,177,IMG20250814194947.jpg,3468,4624
impurity,2315,2911,330,330,IMG20250814194947.jpg,3468,4624
impurity,2990,2413,265,265,IMG20250814194947.jpg,3468,4624
